Fleet,Vehicle,Damage reporting date,Damage closing date,Damage category,Damage area,Damage description,Damage code +text,damage number,Priority,Safety issue,action code description,action code text,Komfortgrupp,Verkstadssignatur
F26,F26011,2018-12-10,10/25/2018,INREDNING,Nödhammare saknas höger,Nödhammare saknas höger,71 INVÄNDIG UTRUSTNING,18071575,4,,UTBYTT,Monterat en ny nödhammare,,XTK
F26,F26011,2018-12-10,2019-08-01,VAGN,Dörr 13 klämlist felaktig. Dörr avstängd,"Dörr 13 klämlist felaktig. Dörr avstängd  Inga synliga fel på listen, har felrapporterats massor av gånger senaste månader  na och listen har även bytts ut vid ett tillfälle. Krävs mer felsökning när tid   finns.",13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18071426,4,,DUBBLETPOST,,,XTK
F26,F26011,10/15/2018,11/16/2018,VAGN,Drar väldigt mycket från framrutan. Framförallt i tunnlar då man,Drar väldigt mycket från framrutan. Framförallt i tunnlar då man känner hur det   fladdrar i håret. AC orkar definitivt inte hålla temperaturen i hytten.,16 FÖNSTER,18071861,4,,JUSTERAD,Tätat frontrutan med sika.,,XTK
F26,F26011,10/16/2018,10/17/2018,VAGN,Dörr 23 tjöt och gick ej att manövrera  i tcms stod det att den,"Dörr 23 tjöt och gick ej att manövrera, i tcms stod det att den hade varit nödöp  pnad och markerad med ett rött dörrpar. Det gick att få pådrag ändå, dörrkretsen  var sluten. Stängde av den och fällde säkringen för att den skulle sluta låta.   Nu är alltså två dörrar i rad avstängda på samma sida. Det är heller ingen   kommunikation med enheten, felkod nr 5876. Alla dörrsymboler i M1 är frågetecken  .",13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18072114,4,,JUSTERAD,Justerat givare,,XTK
F26,F26011,10/16/2018,10/17/2018,VAGN,Dörrar 13 och 23 fungerar inte och är avstängda. TCMS skärmen vi,"Dörrar 13 och 23 fungerar inte och är avstängda. TCMS-skärmen visar att 13 är  avstängd. Frågetecken visas på alla dörrar och fotsteg i M2, även på den sida   som fungerar.",13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18072264,4,,INSPEKTERAT,Dörr 23 lagad. Dörr 13 fel på klämmlist. se tidigare inskrivning,,XTK
F26,F26011,10/16/2018,10/25/2018,INREDNING,Övre kylen full i vatten på bottenivån? Har torkat torrt men var,Övre kylen full i vatten på bottenivån? Har torkat torrt men varför vatten ? kylen kall ??,76 BISTRO,18072173,4,,INSPEKTERAT,Fanns inget vatten i botten på kylen,,XTK
F26,F26011,10/16/2018,11/19/2018,INREDNING,toalett m2. dörren slår. går fram och tillbaka hela tiden. prova,"toalett m2. dörren slår. går fram och tillbaka hela tiden. provat slå av säkring  ar, ingen förändring skett. Låter dörren manövreras manuellt.",7 INREDNING,18072185,4,,JUSTERAD,,,XTK
F26,F26011,10/21/2018,10/27/2018,ALLMÄN FORDONSINFORMATION,Luktar kadaver när man kör mer än 130. Och drar kallt i hytten,Luktar kadaver när man kör mer än 130. Och drar kallt i hytten,00 ÖVERGRIPANDE DEFINITIONER,18073244,4,,FASTSATT,Tätat provesoriskt för 400V uttaget,,XTK
F26,F26011,10/24/2018,10/24/2018,INREDNING,Trasig nack kudde,,714 STOL PASSAGERARUTRYMME,18074105,4,,UTBYTT,Kudde utbytt,,MUÅ
F26,F26011,10/24/2018,10/24/2018,LÖPVERK,Körde på sten som låg på rälsen stor som en fotboll i 85km/h. Sm,Körde på sten som låg på rälsen stor som en fotboll i 85km/h. Small och klånkade  bra men fann inga synliga skador. Höger sida fram.,20 BOGGIER,18074045,4,,INSPEKTERAT,"Synat och inga skador hittade, tog på gardjärnet och det har gjort sitt jobb!",,XTK
F26,F26011,10/25/2018,10/27/2018,ALLMÄN FORDONSINFORMATION,Dånar i förarhytten A1. Obehagligt ljud för öronen,Dånar i förarhytten A1. Obehagligt ljud för öronen,01 FORDONSBESKRIVNINGAR OCH ANVISNINGAR,18074153,4,,FASTSATT,Dubblett,,XTK
F26,F26011,10/25/2018,11/16/2018,ALLMÄN FORDONSINFORMATION,12   i A1 under körning pga kalldrag,12   i A1 under körning pga kalldrag  Hål efter 400V uttag. Nu prvisoriskt tätat,01 FORDONSBESKRIVNINGAR OCH ANVISNINGAR,18074161,4,,REPARERAT,Lagat hål i fronten.,,XTK
F26,F26011,10/29/2018,11/16/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Nytt BTMtest ska göras inom 35h i båda hytter.,Nytt BTMtest ska göras inom 35h i båda hytter.  Gjort BTM test(bromstest) i båda hytterna,92 ATP  TÅGSKYDDSSYSTEM,18075013,4,,PROVAD U-A,Utfört BTM test i båda hytterna-ok ua,,XTK
F26,F26011,10/29/2018,2018-12-12,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Rullningsvakt aktiveras i skiftningsläget vid första pådrag då m,Rullningsvakt aktiveras i skiftningsläget vid första pådrag då man aktiverat hytten. Resulterar ibland i krasch,92 ATP  TÅGSKYDDSSYSTEM,18075014,4,,PROVAD U-A,Provad ok,,XTK
F26,F26011,10/31/2018,11/15/2018,INREDNING,Toaletten är låst p.g.a. för lågt vattennyvå i tanken.,Toaletten är låst p.g.a. för lågt vattennyvå i tanken.,75 VATTEN OCH SANITET,18075845,4,,FYLLT PÅ,,TOALETT,XTK
F26,F26011,2018-01-11,11/16/2018,INREDNING,Det rinner ut kaffevatten som kommer från baksidan av kaffemaski,Det rinner ut kaffevatten som kommer från baksidan av kaffemaskinen.,76 BISTRO,18075970,4,,JUSTERAD,"Rengjort bakom kaffemaskin, spolat slangar, inget läckage nu.",,XTK
F26,F26011,2018-05-11,11/16/2018,ALLMÄN FORDONSINFORMATION,Stäng fotsteg samt p broms löpboggi inför vintern,,0 ALLMÄN FORDONSINFORMATION,18076790,4,,FASTSATT,Fotsteg stängda och p-broms löp stängd,,MUÅ
F26,F26011,2018-06-11,11/23/2018,VAGN,Gröna lysdioder för upplåst dörr fungerar ej på dörr 32,Gröna lysdioder för upplåst dörr fungerar ej på dörr 32,13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18076871,4,,JUSTERAD,justering av fotsteg,,XTK
F26,F26011,2018-06-11,3/22/2019,ALLMÄN FORDONSINFORMATION,Jordfel manöverström 110 v nivå 1 2005. larmat sen 10/10  18,"Jordfel manöverström 110 v nivå 1 2005. larmat sen 10/10 -18  jorfelet ligger i kopplet, men inte i handsken det verkar vara intern fel i   kopplet framme i huvet eller dyl. provade ta fram ett nytt koppel och koppla in   det då fungerar det som det skall, men pga att tåget skall ut i trafik och det   står på fel spår så åste vi byta kopplet senare. har mailat lars om detta  det är kopplaet i a2 som är felande, provade att koppla in ett nytt i handsken   och då fungerar det, så det måste bytas ut",00 ÖVERGRIPANDE DEFINITIONER,18076978,4,,UTBYTT,Koppel utbytt,,XTK
F26,F26011,11/15/2018,11/16/2018,VAGN,Dörr 41  Fel på fotsteg,Dörr 41: Fel på fotsteg,13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18079271,4,,FASTSATT,Avkännararmen var hellt lös. Monterat fast den och provkört UA.,,XTK
F26,F26011,11/15/2018,11/20/2018,LÖPVERK,HJulskador nivå 2 axel 05 och 06  ej svarvbart,,23 HJULPAR,18079219,4,,KOMPLETT HJULAXEL UTBYTT,,,MUÅ
F26,F26011,11/16/2018,11/16/2018,ENERGIFÖRSÖRJNING,Kåpa trasig återledning axel 1R,,313 ÅTERLEDNINGSDON,18079411,4,,UTBYTT,Kåpa bytt,,MUÅ
F26,F26011,11/18/2018,11/23/2018,HJÄLPKRAFTSSYSTEM,Allvarligt fel huvudkompressor M1  felkod 308.,"Allvarligt fel huvudkompressor M1, felkod 308.",61 TRYCKLUFT FÖRSÖRJNING,18079988,4,,KONTROLLERAT,"Teskört Båda kompressorer, funkar felfritt",,XTK
F26,F26011,11/25/2018,2018-12-12,INREDNING,Dörren till toalett M2 går upp av sig själv och automatisk stäng,Dörren till toalett M2 går upp av sig själv och automatisk stängning fungerar  ej.,75 VATTEN OCH SANITET,18082481,4,,JUSTERAD,Toadörr justerad,TOALETT,XTK
F26,F26011,11/27/2018,12/17/2018,VAGN,på dörr 41 lyser inte de gröna dioderna för dörröppning fast för,på dörr 41 lyser inte de gröna dioderna för dörröppning fast föraren öppnat dörr  arna.. De lyser då man trycker på den.,13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18082997,4,,INSPEKTERAT,Fungerade perfekt när den testades.,,XTK
F26,F26011,11/28/2018,2018-12-12,INREDNING,Infoskärmen i taket  vänd mot tjänstekupen flimrar. Blinkar  hop,"Infoskärmen i taket, vänd mot tjänstekupen flimrar. Blinkar, hoppar... Är jobbig  åt se på.",71 INVÄNDIG UTRUSTNING,18083252,4,,INSPEKTERAT,Kollad ok,,XTK
F26,F26011,11/28/2018,12/17/2018,INREDNING,Vikstolen närmast miccron trasig. Hänger snett.,Vikstolen närmast miccron trasig. Hänger snett.  Vikstolen var nerplockad o vi hittar den inte i verkstaden,76 BISTRO,18083261,4,,UTBYTT,Satt dit en ny vikstol,,XTK
F26,F26011,11/30/2018,11/30/2018,INREDNING,Rygglås trasga plats 99 och 16,,71 INVÄNDIG UTRUSTNING,18083952,4,,UTBYTT,Rygglås utbytta,,RSUC
F26,F26011,2018-02-12,2018-12-12,CENTRAL STYRNING OCH KOMMUNIKATION,Pisen gör inga utrop,Pisen gör inga utrop,83 INFORMATION OCH KOMMUNIKATIONSSYSTEM,18084292,4,,NOLLSTÄLLT,"kontrollerat, omstart av pis-systemet , test ok",PIS,XTK
F26,F26011,2018-03-12,2018-03-12,INREDNING,Lysrör mörka plats 111 139 och toa M2,,74 INVÄNDIG BELYSNING,18084426,4,,UTBYTT,Lysrör utbytta,,RSUC
F26,F26011,2018-03-12,2018-03-12,INREDNING,Nätfickor trasiga plats 1 och 127,,71 INVÄNDIG UTRUSTNING,18084433,4,,REPARERAT,Nätfickor lagade,,RSUC
F26,F26011,2018-03-12,2018-03-12,INREDNING,Rygglås trasiga plats 5 126 130 och 135,,71 INVÄNDIG UTRUSTNING,18084435,4,,UTBYTT,Rygglås utbytta,,RSUC
F26,F26011,2018-03-12,2018-12-12,TRAKTIONSUTRUSTNING,Modulbortfall A2. Återkommande omriktarfel. Omriktarfel frånskil,Modulbortfall A2. Återkommande omriktarfel. Omriktarfel frånskild. Kod 15521.,42 TRAKTIONSSTRÖMRIKTARE,18084402,4,,UTBYTT,"trasiga motorkablar, utbytta test ok",,XTK
F26,F26011,2018-05-12,2018-12-12,CENTRAL STYRNING OCH KOMMUNIKATION,PIS fungerar inte  display 2 felaktig,"PIS fungerar inte, display 2 felaktig",83 INFORMATION OCH KOMMUNIKATIONSSYSTEM,18086264,4,,PROVAD U-A,kontrollerat inget fel funnet,PIS,XTK
F26,F26011,2018-07-12,2018-11-12,INREDNING,Tv n i bistron beter sig konstigt  bilden blinkar och hackar,"Tv:n i bistron beter sig konstigt, bilden blinkar och hackar",76 BISTRO,18086696,4,,DUBBLETPOST,,,XTK
F26,F26011,2018-12-12,2018-12-12,VAGN,Byte av lampa front,trasig lampa i fronten,1 VAGN,18087903,4,,UTBYTT,trasig lampa,,MUÅ
F26,F26011,2018-12-12,12/14/2018,INREDNING,Knapp för att fälla ut backspegel sitter löst höger sida A1,Knapp för att fälla ut backspegel sitter löst höger sida A1,71 INVÄNDIG UTRUSTNING,18087917,4,,FASTSATT,Fastsatt,,XTK
F26,F26011,2018-12-12,12/14/2018,HJÄLPKRAFTSSYSTEM,Allvarligt fel huvdkompressor. Felkod  311,Allvarligt fel huvdkompressor. Felkod: 311,61 TRYCKLUFT FÖRSÖRJNING,18088150,4,,PROVAD U-A,Provad utan anmärkning,,XTK
F26,F26011,2018-12-12,12/14/2018,INREDNING,Purion är helt död. Kaffemaskinen måste in på service. Varnar fö,Purion är helt död. Kaffemaskinen måste in på service. Varnar för underhåll två   och det är bara en tidsfråga tills den lägger av,76 BISTRO,18088287,4,,UTBYTT,Bytt kaffemaskin,,XTK
F26,F26011,12/14/2018,1/15/2019,INREDNING,Pappershanddukarna ramlar rakt igenom. Ligger på handfatet och b,"Pappershanddukarna ramlar rakt igenom. Ligger på handfatet och blir blöta. Det   saknas en pinne att trä toalettrullen på. Ska finnas två, finns bara en  Pinne för toarulle monterad, Plasthållare i handdukshållare saknas, måste bestäl  las ny.",75 VATTEN OCH SANITET,18089027,4,,INSPEKTERAT,Provladdat papper UA,TOALETT,XTK
F26,F26011,12/14/2018,5/16/2019,INREDNING,Sopkorgen till vänster om miccron går inte att låsa fast med fyr,Sopkorgen till vänster om miccron går inte att låsa fast med fyrkantsnyckel. Spä  rrpinnen på insidan saknas.,76 BISTRO,18089029,4,,JUSTERAD,Låsbleck justerat. /CF.,,XTK
F26,F26011,12/16/2018,12/16/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Trasigt torkarblad A1,,"9 TÅGRADIO, ATP OCH SIGNALUTRUSTNING",18089280,4,,UTBYTT,Torkarblad utbytt,,MUÅ
F26,F26011,12/17/2018,12/17/2018,BROMSSYSTEM,Slitna bromsbelägg 7 hjul,Slitna bromsbelägg 7 hjul,5 BROMSSYSTEM,18089406,4,,UTBYTT,Bytt ut slitna bromsbelägg,,MUÅ
F26,F26011,12/25/2018,2019-07-01,INREDNING,Står vatten i handfatet på toalett M2. Frusit?,Står vatten i handfatet på toalett M2. Frusit?,75 VATTEN OCH SANITET,18091580,4,,INSPEKTERAT,Fungerade bra vid test,TOALETT,XTK
F26,F26011,12/25/2018,2019-08-01,VAGN,Klottrad natten mellan 24 25/12. A1+M1+M2,Klottrad natten mellan 24-25/12. A1+M1+M2,11 VAGNSKORG,18091578,4,,SANERAD,Sanerad,,XTK
F26,F26011,12/26/2018,1/15/2019,ENERGIFÖRSÖRJNING,1000v extern matning förbikopplad. Indikerar att extern matning,1000v extern matning förbikopplad. Indikerar att extern matning är ansluten.  Krockat med något djur och knäckt 1kv uttaget i A2.  Har bytt uttag och kontrollerat att det fungerar.  Problem vid monteringen då fästet var skadat.,31 STRÖM- OCH LINJESPÄNNINGSSTRYRNING,18091715,4,,UTBYTT,Bytt 1kv uttaget,,XTK
F26,F26011,12/29/2018,2019-01-02,VAGN,Dörr 13 avstängd. Klämlist felaktig.,"Dörr 13 avstängd. Klämlist felaktig.  Har felrapporterats minst 20 gånger, klämlisten utbytt vid ett tillfälle men   felet återkommer ändå.  Claudio mistänkte felkoppling, testade att mäta klämlistslingan hela vägen till   datorn och allt är korrekt,     Slog på dörren och allt funkade som det skulle. Testade att gräva lite där   kontakterna sitter på dörrdatorn och vips så dök felet upp. Nollställde med säkr  ingen och dörren funkade igen. Var och ryckte lite i kablarna igen och felet dök  igen.   Skulle nog behövas gå igenom kablarna som sitter i kontakterna för att se att   ingen glappkontakt finns någonstans.   Tyvärr inte tid att testa det eftersom tåget ska ut snart.     /J  Tillägg.. kablarna vid dörrdatorn så menar jag X1 kontakten.     /J  Kolla kablar dörrdator X1.  Har haft loss X1 kontakten vid datorn och dragit på alla anslutningar där .   kontrollerat anslutning 15 och 16 för klämlisten.  Provkört och kollat alla signaler med datorn,  har ej kunnat se något fel.",13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18092281,4,,PROVAD U-A,Kontrollerad och provad,,XTK
F26,F26011,2019-01-01,2019-08-01,TRAKTIONSUTRUSTNING,Felkod 14204  traktion A2  varningsnivå kylvätska.,Felkod 14204; traktion A2; varningsnivå kylvätska.,43 TRAKTION,19000060,4,,INSPEKTERAT,Har hänt en gång (31/12) och inget sedan.,,XTK
F26,F26011,2019-04-01,2019-07-01,INREDNING,M1 mindre än 25% färskvattentank,,75 VATTEN OCH SANITET,19000676,4,,JUSTERAD,Vatten påfyllt,TOALETT,XTK
F26,F26011,2019-05-01,2019-07-01,INREDNING,kaffemaskin,Service underhåll 2 krävs,76 BISTRO,19000950,4,,UTBYTT,"Ivägskickad åùunderhåll, ny insatt",,XTK
F26,F26011,2019-05-01,2019-07-01,VAGN,klotter,KlotterA2 . Det finns även inrapporterat klotter sen tidigare den 24-25/12 dock   ej i A2 den gången.,11 VAGNSKORG,19000952,4,,DUBBLETPOST,dubblet,,XTK
F26,F26011,2019-06-01,2019-08-01,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Tuta funkar inte tillfredsställande,Behöver motioneras igång innan den börjar låta normalt. De första ca 15   tutningarna kommer bara ett visslande/pipande ljud.  Lättat på skruvarna till membranet.,"93 SIGNALUTRUSTNING, OPTISK OCH AKUSTISK",19001137,4,,JUSTERAD,Lättat på åtdragningen av skruvar,,XTK
F26,F26011,2019-08-01,2019-08-01,VAGN,Sprickor i front A2,Efter renpåkörning.,11 VAGNSKORG,19001545,4,,JUSTERAD,Front tätad.,,MUÅ
F26,F26011,2019-08-01,2019-08-01,ENERGIFÖRSÖRJNING,Slitna kolskenor och skadade hållare.,,31 STRÖM- OCH LINJESPÄNNINGSSTRYRNING,19001622,4,,JUSTERAD,Riktat till armarna och bytt kolslitskenorna.,,MUÅ
F26,F26011,2019-08-01,2019-08-01,HJÄLPKRAFTSSYSTEM,Stödvire omegabåge.,Trasig,63 ELEKTISK HJÄLPKRAFTSFÖRSÖRJNING,19001654,4,,UTBYTT,Bytt stödvirar och 1 hylsa mellan A2-M2,,VHGL
F26,F26011,2019-08-01,2019-08-01,ENERGIFÖRSÖRJNING,Ventilation traktionslåda A1,Skyddslock saknas,3 ENERGIFÖRSÖRJNING,19001660,4,,UTBYTT,Utbytt.,,MUÅ
F26,F26011,2019-09-01,2019-09-01,INREDNING,Armstöd slekiga plats. 02.27m.43.55.58m.82m.105m.109.112m.128.13,Armstöd slekiga plats. 02.27m.43.55.58m.82m.105m.109.112m.128.133m.137m.,71 INVÄNDIG UTRUSTNING,19002009,4,,REPARERAT,Armstöd repareade,,XTK
F26,F26011,2019-09-01,2019-09-01,INREDNING,Armstöd trasigt plats. 78.,Armstöd trasigt plats. 78.,71 INVÄNDIG UTRUSTNING,19002008,4,,UTBYTT,Armstöd utbytt,,XTK
F26,F26011,2019-09-01,2019-09-01,INREDNING,Belysning för fötter vid dörr. 23.,Belysning för fötter vid dörr. 23.,71 INVÄNDIG UTRUSTNING,19002007,4,,UTBYTT,lampa utbytt,,XTK
F26,F26011,2019-09-01,2019-09-01,INREDNING,Lysrör mörka plats vid bistron ett stycke.,Lysrör mörka plats vid bistron ett stycke.,74 INVÄNDIG BELYSNING,19002002,4,,UTBYTT,Lysrör utbytt,,XTK
F26,F26011,2019-09-01,2019-09-01,INREDNING,Lysrör mörka plats vid dörr. 31.,Lysrör mörka plats vid dörr. 31.,74 INVÄNDIG BELYSNING,19002004,4,,UTBYTT,Lysrör utbytt,,XTK
F26,F26011,2019-09-01,2019-09-01,INREDNING,Montera nackkude plats .42.,Montera nackkude plats .42.,71 INVÄNDIG UTRUSTNING,19002010,4,,UTBYTT,Nackkudde kompleterad,,XTK
F26,F26011,2019-09-01,1/28/2019,INREDNING,kaffemaskin,Bönröret är problemet! Fungerar utan bönröret. Det ut som piggarna är trasiga på  undersidan. Den svarta plattan är trasig på ena sidan.,76 BISTRO,19001907,4,,PROVAD U-A,Provad utan anmärkning,,XTK
F26,F26011,2019-11-01,1/14/2019,VAGN,Avstängd dörr,Dörr 13 fortfarande avstängd pga. felaktig klämlist Försök att koppla in den misslyckades,13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,19002609,4,,DUBBLETPOST,,,XTK
F26,F26011,2019-11-01,1/14/2019,ALLMÄN FORDONSINFORMATION,tågvärme,"Indikerar att tågvärmen fortfarande är inkopplad. Kör nu med ""förbikoppling   traktion 1000v""",00 ÖVERGRIPANDE DEFINITIONER,19002465,4,,DUBBLETPOST,,,XTK
F26,F26011,1/14/2019,1/15/2019,INREDNING,belysning,"Lyse fungerar plats 4,5  Bytt ut läslampan.",71 INVÄNDIG UTRUSTNING,19002981,4,,UTBYTT,utbytt pga att lamporna hade brunnit,,XTK
F26,F26011,1/14/2019,1/28/2019,INREDNING,kaffemaskin,Serviceunderhåll 2 krävs på kaffemaskin.,76 BISTRO,19002984,4,,INSPEKTERAT,hittar inget fel vid test och inspektion av kaffemaskin,,XTK
F26,F26011,1/15/2019,1/15/2019,ENERGIFÖRSÖRJNING,Slitna kolskenor och dålig silikagel,,311 STRÖMAVTAGARE,19003166,4,,UTBYTT,Bytt ut kolskenor och silikagel,,MUÅ
F26,F26011,1/15/2019,1/15/2019,BROMSSYSTEM,Slitna bromsbelägg 3R,,5 BROMSSYSTEM,19003176,4,,UTBYTT,Bytt ut slitna bromsbelägg,,MUÅ
F26,F26011,1/15/2019,1/16/2019,VAGN,Djur krock,,115 ENERGIUPPTAGNINGSZON,19003278,4,,REPARERAT,Reparerat,,MUÅ
F26,F26011,1/15/2019,6/26/2019,VAGN,Dragstång boggie 4 sprickor,"Börjat slitas upp lite mer, bör övervakas och kollas på igen, när nästa 25""   kommer, så man håller ett extra öga på det.  Har blivit värre, borde bytas ut inom snar framtid!",114 UNDERREDE,19003168,4,,UTBYTT,Boggi utbytt,,MUÅ
F26,F26011,1/16/2019,1/16/2019,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Fel på glödtråd A1,,932 FRONTLJUS,19003498,4,,UTBYTT,Bytt ut trasig lampa,,MUÅ
F26,F26011,1/16/2019,1/20/2019,INREDNING,Spilldunk stinker. Byte tack.,,76 BISTRO,19003534,4,,UTBYTT,"byte av spilldunk, luktar illa",,XTK
F26,F26011,1/19/2019,1/20/2019,TRAKTIONSUTRUSTNING,traktion   kylvätska larmnivå,,42 TRAKTIONSSTRÖMRIKTARE,19004466,4,,JUSTERAD,Fyllt kylarvätska,,XTK
F26,F26011,1/19/2019,1/20/2019,TRAKTIONSUTRUSTNING,återkommande fel på strömriktarkylningen.,,42 TRAKTIONSSTRÖMRIKTARE,19004467,4,,UPPGRADERAT,Fyllt kylarvatten,,XTK
F26,F26011,1/19/2019,1/20/2019,INREDNING,fungerar ej som den ska 14 grader i A2 och 17 grader o M2.,,72 HVAC KLIMATANLÄGGNING,19004488,4,,JUSTERAD,Pga strömriktare hade lagt av,KLIMAT,XTK
F26,F26011,1/19/2019,1/20/2019,ENERGIFÖRSÖRJNING,HJKR A2 nätströmriktare felaktig,,31 STRÖM- OCH LINJESPÄNNINGSSTRYRNING,19004468,4,,JUSTERAD,Återställd,,XTK
F26,F26011,1/19/2019,1/20/2019,VAGN,luktar kadaver i hytt A1 behöver saneras.,,11 VAGNSKORG,19004494,4,,INSPEKTERAT,ok,,XTK
F26,F26011,1/19/2019,2019-01-02,ENERGIFÖRSÖRJNING,indikerar tågvärme stationär anslutning kopplad .,"Knapp för förbikoppling 1000V måste användas för att få traktion.  Har återställt förbikopplingen A1 , ingen traktionsblockering för 1kv.  Har kontrollerat och provat 1KV uttagen i båda hytterna ua.",31 STRÖM- OCH LINJESPÄNNINGSSTRYRNING,19004474,4,,KONTROLLERAT,Återställt förbikopplingen i A1. Provat och kontrollerat-ua.,,XTK
F26,F26011,1/19/2019,3/15/2019,VAGN,drar väldigt kallt i hytt A1.,Kollat fronterna men ingen skada upptäckt.,11 VAGNSKORG,19004496,4,,KONTROLLERAT,Kontrollerat.,,XTK
F26,F26011,1/19/2019,2019-10-09,VAGN,svarta prickar på utsidan av frontrutan. ser ut som klotterreste,,16 FÖNSTER,19004471,4,,JUSTERAD,,,XTK
F26,F26011,1/22/2019,1/28/2019,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Spökbaliser,"Sektion Viskan, Bräcke, Ös spökbalis broms till stopp. NorrNorrgång",92 ATP  TÅGSKYDDSSYSTEM,19005213,4,,INSPEKTERAT,Synad. Inget fel hittat,,XTK
F26,F26011,1/24/2019,1/28/2019,INREDNING,Klotter,Klotter på vägg på toan,75 VATTEN OCH SANITET,19005847,4,,RENGJORT,Klottersanerad,TOALETT,XTK
F26,F26011,1/24/2019,2/14/2019,INREDNING,toalettdörr ur funktion,"Toalettdörr M2 öppnas halvvägs, sedan fastnar den.",75 VATTEN OCH SANITET,19005665,4,,DUBBLETPOST,dub,TOALETT,XTK
F26,F26011,1/26/2019,1/28/2019,ALLMÄN FORDONSINFORMATION,luftkonditionering felaktig,"Nr8708, hvac3 kupe m1.",00 ÖVERGRIPANDE DEFINITIONER,19006297,4,,UTBYTT,Bytt en fläkt. Lagerfel,,XTK
F26,F26011,1/26/2019,2019-01-02,TRAKTIONSUTRUSTNING,Modul A1 Frånskiljd,"Upprepade deblockeringsorderfel modul A1  läst ur fel-logg, felet är dual inhibit fault, har provat byta relät q enable p   som är en av reläna som är inblandade i detta fel. återställt blockeringen så få  r vi se om felet kommer igen  Har ej inträffat sedan den 28 januari när reläet i agate byttes.  - Inget fel funnet.",43 TRAKTION,19006353,4,,KONTROLLERAT,Kontrollerat - inget fel funnet,,XTK
F26,F26011,1/27/2019,1/28/2019,INREDNING,Toalett M1,Luktar illa vid spolning av toalett M1.,75 VATTEN OCH SANITET,19006479,4,,PROVAD U-A,Troligtvis avluftning som frysit,TOALETT,XTK
F26,F26011,1/29/2019,2019-01-02,VAGN,Strålkastare vagn A2  Fel på glödtråd/kortslutning,,12 UTVÄNDIG UTRUSTNING,19006937,4,,INSPEKTERAT,Kontrollerat alla lampor UA,,XTK
F26,F26011,1/29/2019,3/15/2019,INREDNING,Kaffemaskinen behöver serviceunderhåll 2.,"Nya kaffemaskinen behövde genast avkalkning, nu när avkalkningen är klar växlar   den mellan att vilja ha rengöring och service 2.",76 BISTRO,19006966,4,,RENGJORT,Avkalkad.,,XTK
F26,F26011,2019-01-02,2019-01-02,LÖPVERK,bytt dämpare.,Bytt en lateraldämpare ändboggie och en primärdämpare.,"22 UPPHÄNGNING, DÄMPNING, STYRNING AV HJULPAR",19007916,4,,UTBYTT,bytt ut en lateraldämpare på ändboggie A1 då den hade fått en kraftig smäll. samt bytte ut en primärdämpare på A1 höger då den var helt slut.,,MUÅ
F26,F26011,2019-05-02,2019-04-03,INREDNING,Toadörr krånglar  nu i manuellt läge,"At har justerat in dörren, men varvtalsgivaren på motorn verkar inte vara ok. Må  ste bytas när tid finnes  Pulsgivarfel. Givare måste bytas..J.B",73 INVÄNDIGA DÖRRAR,19008826,4,,UTBYTT,"trasig hastihetsgivare, utbytt samt dörrjustering test ok",,XTK
F26,F26011,2019-05-02,5/16/2019,HJÄLPKRAFTSSYSTEM,lång gångtid huvudkompressor M1,Nr. 307 Felet kommer och går,61 TRYCKLUFT FÖRSÖRJNING,19008954,4,,KONTROLLERAT,Fel ej längre aktivt. AGTU fyller och avlastar luft normalt. /CF.,,XTK
F26,F26011,2019-06-02,3/15/2019,INREDNING,drar kallt i A2 hytt,kollat fronten men ingen skada upptäckt.,72 HVAC KLIMATANLÄGGNING,19009108,4,,KONTROLLERAT,Kontrollerat.,KLIMAT,XTK
F26,F26011,2019-07-02,2/14/2019,CENTRAL STYRNING OCH KOMMUNIKATION,pis,,83 INFORMATION OCH KOMMUNIKATIONSSYSTEM,19009398,4,,DUBBLETPOST,dub,PIS,XTK
F26,F26011,2019-07-02,2/14/2019,CENTRAL STYRNING OCH KOMMUNIKATION,pis,Går ej att trycka på någon knapp på pis,83 INFORMATION OCH KOMMUNIKATIONSSYSTEM,19009401,4,,PROVAD U-A,Testad ua,PIS,XTK
F26,F26011,2019-11-02,2019-11-02,TRAKTIONSUTRUSTNING,Vatten i växellåda axel 10,Vatten i växellåda axel 10,4 TRAKTIONSUTRUSTNING,19010177,4,,UTBYTT,Bytt ut oljan,,MUÅ
F26,F26011,2019-12-02,3/22/2019,HJÄLPKRAFTSSYSTEM,Batteriomriktare A2 felaktig,HJKR A2: Batteriomriktare felaktig. Felkod 1937,62 BATTERI,19010597,4,,UTBYTT,NUR-låda utbytt,,XTK
